search URL:,https://patents.google.com/?q=bike
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US8336400B2,Rear hub power meter for a bicycle ,"Saris Cycling Group, Inc.",Todd W. Lassanske,2009-11-24,2009-11-24,2012-12-25,2012-12-25,https://patents.google.com/patent/US8336400B2/en
US7083180B2,Adjustable bicycle seat assemblies and methods of use ,Maverick American Llc,Paul H. Turner,2004-09-29,2004-09-29,2006-08-01,2006-08-01,https://patents.google.com/patent/US7083180B2/en
US4981306A,Bicycle harness ,Young Leparis D,Leparis D. Young,1989-03-29,1989-03-29,1991-01-01,1991-01-01,https://patents.google.com/patent/US4981306A/en
US4402439A,Bicycle saddle bags ,Brown Glen J,Glen J. Brown,1981-12-23,1981-12-23,1983-09-06,1983-09-06,https://patents.google.com/patent/US4402439A/en
US5785630A,Interactive exercise apparatus ,"Tectrix Fitness Equipment, Inc.","Aaron F. Bobick, W. Thatcher Ulrich, J. Bryan Lewis, Eliot Shepard, Peter Lehman",1993-02-02,1996-11-06,1998-07-28,1998-07-28,https://patents.google.com/patent/US5785630A/en
US5472392A,Centrifugal resistance device for stationary bicycle trainer ,"Haan; Kenneth, Phillips; Cal M.","Kenneth Haan, Cal M. Phillips",1993-09-08,1994-07-15,1995-12-05,1995-12-05,https://patents.google.com/patent/US5472392A/en
US5690582A,Interactive exercise apparatus ,"Tectrix Fitness Equipment, Inc.","W. Thatcher Ulrich, Harvey A. Koselka, Aaron F. Bobick, Michael H. Benjamin",1993-02-02,1995-06-01,1997-11-25,1997-11-25,https://patents.google.com/patent/US5690582A/en
US5553880A,Energy-absorber for a bicycle frame ,"Mcjunkin; Mark P., Mcjunkin, Jr.; H. P.","Mark P. McJunkin, H. P. McJunkin, Jr.",1994-12-06,1994-12-06,1996-09-10,1996-09-10,https://patents.google.com/patent/US5553880A/en
US6199449B1,Bicycle crank system ,Jeffery M. Harrington,Jeffery M. Harrington,1998-09-03,1998-09-03,2001-03-13,2001-03-13,https://patents.google.com/patent/US6199449B1/en
US6341791B1,Wheelchair and bicycle combination assembly ,"Sammie L. Cannon, Sr.","Sammie L. Cannon, Sr.",2000-07-21,2000-07-21,2002-01-29,2002-01-29,https://patents.google.com/patent/US6341791B1/en
US5078416A,Drive-shaft driven bicycle ,Keyes Kenneth S,Kenneth S. Keyes,1989-12-07,1989-12-07,1992-01-07,1992-01-07,https://patents.google.com/patent/US5078416A/en
US6827397B1,Adjustable bicycle seat ,Burch Driver,Burch Driver,2003-08-10,2003-08-10,2004-12-07,2004-12-07,https://patents.google.com/patent/US6827397B1/en
US20020038944A1,Rear suspension for a bicycle ,"Lawwill Merton R., Schroeder Mark L.","Merton Lawwill, Mark Schroeder",1996-03-15,2001-11-07,2002-04-04,,https://patents.google.com/patent/US20020038944A1/en
US5505579A,Sliding carrier ,"Sport Carriers, Incorporated","Ralph D. Ray, Jon Apogee, Richard L. Ireland, Michael E. Turgeon",1994-09-08,1994-09-08,1996-04-09,1996-04-09,https://patents.google.com/patent/US5505579A/en
US6146237A,Toy finger operated bicycle ,"Rehkemper; Steven, Rehkemper; Jeffrey, Greenley; Peter, Masibay; Joseph","Steven Rehkemper, Jeffrey Rehkemper, Peter Greenley, Joseph Masibay",1999-07-09,1999-07-09,2000-11-14,2000-11-14,https://patents.google.com/patent/US6146237A/en
US4959035A,Miniature storage container for a manually propelled toy member ,"Sega Enterprises, Ltd.",Keiichi Murasaki,1988-03-10,1988-11-04,1990-09-25,1990-09-25,https://patents.google.com/patent/US4959035A/en
US5460274A,Hanging bike rack ,Kramer; Robert L.,Robert L. Kramer,1992-08-27,1993-11-16,1995-10-24,1995-10-24,https://patents.google.com/patent/US5460274A/en
US5857824A,Dirt bike carrier ,De Aquiar; Henry L,Henry L De Aquiar,1997-05-05,1997-05-05,1999-01-12,1999-01-12,https://patents.google.com/patent/US5857824A/en
JP2010018173A,Folding three-wheel bicycle of x-shaped frame ,"Atsushi Kajikawa, 敦史 梶川","Atsushi Kajikawa, 敦史 梶川",2008-07-11,2008-07-11,2010-01-28,,https://patents.google.com/patent/JP2010018173A/en
US6120049A,Bicycle shock absorber including lockout means ,"Answer Products, Inc.","Jose L. Gonzalez, Eric E. Lalikyan, Thomas J. Rogers, III, Mark D. Savery",1998-10-29,1998-10-29,2000-09-19,2000-09-19,https://patents.google.com/patent/US6120049A/en
US5860662A,Bicycle to tandem converter ,"Bartoshesky; Thomas A., Dayton; Hollis E.","Thomas A. Bartoshesky, Hollis E. Dayton",1997-05-01,1997-05-01,1999-01-19,1999-01-19,https://patents.google.com/patent/US5860662A/en
US5676288A,Bicycle cover ,Spirk; Jessica A. E.,Jessica A. E. Spirk,1996-01-14,1996-01-14,1997-10-14,1997-10-14,https://patents.google.com/patent/US5676288A/en
US20110051442A1,Bike handlebar grip structure hanging caution/direction light device ,Chin-Yu Chang,Chin-Yu Chang,2009-09-03,2009-11-23,2011-03-03,,https://patents.google.com/patent/US20110051442A1/en
US5803329A,"Carrier rack for a two-wheeled vehicle, in particular for a bicycle ",Gebruder Pletscher Ag,"Heinz Weissenberger, Sylvain Thevoz",1995-04-24,1996-01-16,1998-09-08,1998-09-08,https://patents.google.com/patent/US5803329A/en
US6431423B1,Assembly for carrying a bicycle on a vehicle ,"Yakima Products, Inc.","Scott R. Allen, Stephen J. Cole, Gregory A. Dean, Duncan G. Robins, Joseph J. Settelmayer",1999-11-23,2000-05-17,2002-08-13,2002-08-13,https://patents.google.com/patent/US6431423B1/en
US6012733A,Advanced bike frame design ,Rafoth; Randall F.,Randall F. Rafoth,1997-08-14,1997-08-14,2000-01-11,2000-01-11,https://patents.google.com/patent/US6012733A/en
US3923220A,Motor bike stabilizer ,Stanley T Marcyan,Stanley T Marcyan,1974-05-24,1974-05-24,1975-12-02,1975-12-02,https://patents.google.com/patent/US3923220A/en
US4055060A,Bicycle lock ,Jim Bellino,Jim Bellino,1973-07-09,1973-07-09,1977-10-25,1977-10-25,https://patents.google.com/patent/US4055060A/en
US5133568A,U-lock connector for bicycle handlebar ,Balterman Alisa M,Alisa M. Balterman,1991-09-19,1991-09-19,1992-07-28,1992-07-28,https://patents.google.com/patent/US5133568A/en
US20080196537A1,Command device for a derailleur of a bicycle ,Campagnolo S.R.L.,Giuseppe Dal Pra',2007-02-09,2008-02-11,2008-08-21,,https://patents.google.com/patent/US20080196537A1/en
US5215231A,Water supply apparatus for bicycle ,Paczonay Joseph R,Joseph R. Paczonay,1991-04-15,1992-05-15,1993-06-01,1993-06-01,https://patents.google.com/patent/US5215231A/en
US5332244A,Bicycle with selectably engageable single or dual wheel drive ,"Turner Drive Systems, Inc.","Patrick E. Turner, Lawrence K. O'Dell",1992-10-05,1992-10-05,1994-07-26,1994-07-26,https://patents.google.com/patent/US5332244A/en
US5887943A,Bicycle seat thrust support ,Lee; Christopher J.,Christopher J. Lee,1996-05-20,1997-05-20,1999-03-30,1999-03-30,https://patents.google.com/patent/US5887943A/en
US20080054593A1,Reinforced bicycle frame ,"Gerard Vroomen, Philip White","Gerard Vroomen, Philip White",2006-08-30,2006-08-30,2008-03-06,,https://patents.google.com/patent/US20080054593A1/en
US5330221A,Bicycle wheelie balancing device ,Sutton Steven W,Steven W. Sutton,1993-01-15,1993-01-15,1994-07-19,1994-07-19,https://patents.google.com/patent/US5330221A/en
US4787014A,Spoke mounted bicycle light ,"Wodder Terry G, Crain Lawrence J","Terry G. Wodder, Lawrence J. Crain",1987-07-28,1987-07-28,1988-11-22,1988-11-22,https://patents.google.com/patent/US4787014A/en
US6874387B2,Quick release bicycle pedal mounting connector ,Michael J. Vaughn,Michael Joseph Vaughn,2002-05-01,2002-05-01,2005-04-05,2005-04-05,https://patents.google.com/patent/US6874387B2/en
US20070222178A1,Bicycle having multiple tube frame structure ,"Davis Stephen J, Roberto Gazzara","Stephen Davis, Roberto Gazzara",2005-12-09,2006-12-08,2007-09-27,,https://patents.google.com/patent/US20070222178A1/en
US4522083A,Bicycle handlebar grips ,Morgan Clyde R,Clyde R. Morgan,1980-11-28,1983-08-10,1985-06-11,1985-06-11,https://patents.google.com/patent/US4522083A/en
US20050263978A1,"Bicycle having frame geometry, elliptical pedaling path, and seat configuration to increase efficiency and comfort ",Ascher Steven G,Steven Ascher,2003-09-29,2004-09-29,2005-12-01,,https://patents.google.com/patent/US20050263978A1/en
US5328194A,Semi-recumbent bicycle with item storage compartment ,Buckler Clive E,Clive E. Buckler,1992-07-20,1992-07-20,1994-07-12,1994-07-12,https://patents.google.com/patent/US5328194A/en
US20030096677A1,Oval orbit exercise bike ,Inray Fitness Products Corp.,Yu Chu,2001-11-20,2001-11-20,2003-05-22,,https://patents.google.com/patent/US20030096677A1/en
US5505111A,"Connecting structure between bicycle pedal and cleat, bicycle pedal and cleat ",Shimano Inc.,Masashi Nagano,1989-11-14,1994-01-12,1996-04-09,1996-04-09,https://patents.google.com/patent/US5505111A/en
US6881176B2,Exercise assistance apparatus ,Konami Sports Life Corporation,"Toshimitsu Oishi, Shin Terao, Takeaki Hayashino, Yurina Oguchi, Yasuhiro Shitan",2002-01-11,2002-12-23,2005-04-19,2005-04-19,https://patents.google.com/patent/US6881176B2/en
US20090011907A1,Stationary Exercise Equipment ,"Radow Scott B, Blau David A","Scott B. Radow, David A. Blau",2007-06-27,2008-06-27,2009-01-08,,https://patents.google.com/patent/US20090011907A1/en
US7226393B2,Exercise bicycle ,"Nautilus, Inc.",William A. Baker,2001-01-19,2002-01-17,2007-06-05,2007-06-05,https://patents.google.com/patent/US7226393B2/en
US20050143206A1,Bicycle front derailleur ,Shimano Inc.,"Toshio Tetsuka, Yoshiaki Nanko",2003-12-25,2004-11-16,2005-06-30,,https://patents.google.com/patent/US20050143206A1/en
US5533616A,Case for motor bike ,Crowfoot; Catherine B.,Catherine B. Crowfoot,1995-01-20,1995-01-20,1996-07-09,1996-07-09,https://patents.google.com/patent/US5533616A/en
US4306660A,Bicycle stand ,Livingston David E,David E. Livingston,1973-12-10,1976-08-05,1981-12-22,1981-12-22,https://patents.google.com/patent/US4306660A/en
US5078026A,Bicycle pedal orientation device ,Giffin Brian K,Brian K. Giffin,1989-01-04,1990-02-08,1992-01-07,1992-01-07,https://patents.google.com/patent/US5078026A/en
US20090146391A1,Folding Bicycle Constructed from Plate Frame Elements ,Sutherland Michael T,Michael T. Sutherland,2002-08-07,2008-11-24,2009-06-11,,https://patents.google.com/patent/US20090146391A1/en
US20020004439A1,Multi-position exercise bicycle ,"Galbraith Richard Scott, Iund Neal Alexander, Richardson Kary Dell, Poulsen Joshua Brent","Richard Galbraith, Neal Iund, Kary Richardson, Joshua Poulsen",2000-02-09,2001-02-09,2002-01-10,,https://patents.google.com/patent/US20020004439A1/en
US3747721A,Mini bike drive kit ,Hoffco Inc,S Hoff,1970-09-21,1971-09-13,1973-07-24,1973-07-24,https://patents.google.com/patent/US3747721A/en
US4342280A,Bicycle and motor bike warning signal device ,Sara Ashworth,Sara Ashworth,1980-07-30,1980-07-30,1982-08-03,1982-08-03,https://patents.google.com/patent/US4342280A/en
US6336736B1,Illuminated bicycle frame apparatus ,Jessica Edmond,Jessica Edmond,2000-03-06,2000-03-06,2002-01-08,2002-01-08,https://patents.google.com/patent/US6336736B1/en
US5743411A,"Open frame, self standing bicycle parking module ","Bike Track, Inc.",E. Gerry Hawkes,1995-04-07,1995-04-07,1998-04-28,1998-04-28,https://patents.google.com/patent/US5743411A/en
US5649738A,Lightweight high strength bicycle seat post and associated clamp ,"L.H. Thomson Company, Inc.","Loronzo Harold Thomson, Daniel Rudy Nietzold",1995-08-16,1995-08-16,1997-07-22,1997-07-22,https://patents.google.com/patent/US5649738A/en
US5335188A,Bicycle computer with memory and means for comparing present and past performance in real time ,Brisson Lawrence J,Lawrence J. Brisson,1993-08-10,1993-08-10,1994-08-02,1994-08-02,https://patents.google.com/patent/US5335188A/en
US5387140A,Floatation apparatus for use with any standard bicycle ,Cunningham; Bruce D.,Bruce D. Cunningham,1994-07-25,1994-07-25,1995-02-07,1995-02-07,https://patents.google.com/patent/US5387140A/en
DE60209510T2,Bicycle with an auxiliary drive ,Sparta B.V.,"Boudewijn Rip, EERD Frans Vincent VAN",2001-09-13,2002-09-13,2006-09-28,2006-09-28,https://patents.google.com/patent/DE60209510T2/en
US20090120208A1,Crankset based bicycle power measurement ,James Isaac Meyer,James Isaac Meyer,2006-11-06,2007-11-06,2009-05-14,,https://patents.google.com/patent/US20090120208A1/en
US6155394A,Bicycle coasting mechanism ,Shook; William B.,William B. Shook,1999-03-22,1999-03-22,2000-12-05,2000-12-05,https://patents.google.com/patent/US6155394A/en
US20070241530A1,Bicycle crank ,Shimano Inc.,"Tetsu Nonoshita, Toyoshi Yoshida, Tsukasa Fukuta",2006-04-14,2007-02-09,2007-10-18,,https://patents.google.com/patent/US20070241530A1/en
US6527291B1,Upright comfort bicycle with improved safety ,Carl R. Hurtig,Carl R. Hurtig,1999-10-08,2000-10-04,2003-03-04,2003-03-04,https://patents.google.com/patent/US6527291B1/en
US4613129A,Exercise bicycle attachment ,"Schroeder Charles H, Larry Farnham","Charles H. Schroeder, Larry Farnham",1984-11-09,1984-11-09,1986-09-23,1986-09-23,https://patents.google.com/patent/US4613129A/en
US5996870A,Bicycle carrier ,Shaver; Tori,Tori Shaver,1997-08-05,1998-12-16,1999-12-07,1999-12-07,https://patents.google.com/patent/US5996870A/en
US5669536A,Device for locating shackle lock on bicycle frame ,Wang; Lopin,Lopin Wang,1996-07-09,1996-07-09,1997-09-23,1997-09-23,https://patents.google.com/patent/US5669536A/en
US5494337A,Bicycle wheel with a straight through spoke and hub combination ,Behnke; James W.,James W. Behnke,1993-08-13,1993-08-13,1996-02-27,1996-02-27,https://patents.google.com/patent/US5494337A/en
US20090233769A1,"Motivation and enhancement of physical and mental exercise, rehabilitation, health and social interaction ",Timothy Pryor,Timothy Pryor,2001-03-07,2009-01-23,2009-09-17,,https://patents.google.com/patent/US20090233769A1/en
US3942646A,Bicycle stand ,"A. Teichert & Son, Inc.","Edgar L. Nelson, James R. Espinola",1975-03-07,1975-03-07,1976-03-09,1976-03-09,https://patents.google.com/patent/US3942646A/en
US6321784B1,Oil-storing device for a bike saucer-brake ,Tony Leng,Tony Leng,2000-09-28,2000-09-28,2001-11-27,2001-11-27,https://patents.google.com/patent/US6321784B1/en
US6963818B2,Mobile speedometer system and associated methods ,"Phatrat Technology, Inc.","Peter Flentov, Dennis M. Darcy, Curtis A. Vock",1994-11-21,2002-11-06,2005-11-08,2005-11-08,https://patents.google.com/patent/US6963818B2/en
US20100012696A1,Bicycle article carrier ,Thomas Ferdinand Prager,Thomas Ferdinand Prager,2008-07-18,2009-04-09,2010-01-21,,https://patents.google.com/patent/US20100012696A1/en
US4660826A,Folding exercise bike ,Lee Wen Kuei,Wen-Kuei Lee,1985-09-16,1985-09-16,1987-04-28,1987-04-28,https://patents.google.com/patent/US4660826A/en
US3996704A,Bike storage device ,"The Raymond Lee Organization, Inc.",Byron C. Huey,1975-09-19,1975-09-19,1976-12-14,1976-12-14,https://patents.google.com/patent/US3996704A/en
US20110018228A1,Bicycle Rear Suspension Linkage ,Sotto Llc,"Luther M. Beale, David M. Earle",2009-07-21,2009-07-21,2011-01-27,,https://patents.google.com/patent/US20110018228A1/en
US5216902A,Gideon bike pump lock ,Gideon Sagi,Gideon Sagi,1992-07-20,1992-07-20,1993-06-08,1993-06-08,https://patents.google.com/patent/US5216902A/en
US5347913A,Portable bicycle pump having collapsible handle and footstand ,Stepner David E,David E. Stepner,1993-08-23,1993-08-23,1994-09-20,1994-09-20,https://patents.google.com/patent/US5347913A/en
US6460708B2,Bicycle carrier ,"Yakima Products, Inc.","Gregory A. Dean, Scott R. Allen",1999-11-23,2001-07-20,2002-10-08,2002-10-08,https://patents.google.com/patent/US6460708B2/en
US6561952B2,Turning control device for a virtual stationary bike ,"Tonic Fitness Technology, Inc.",Mu-Chuan Wu,2000-12-27,2000-12-27,2003-05-13,2003-05-13,https://patents.google.com/patent/US6561952B2/en
US7081070B1,Articulating exercise bicycle platform ,"Kenneth R. Washington, Arthur L. Grebelsky","Kenneth R. Washington, Arthur L. Grebelsky, Clyde L. Tichenor",2004-06-30,2004-06-30,2006-07-25,2006-07-25,https://patents.google.com/patent/US7081070B1/en
GB2045707A,Bicycle rack ,Wamu Oy,,1979-03-22,1980-03-21,1980-11-05,,https://patents.google.com/patent/GB2045707A/en
US5988662A,Lever driven bicycle ,Volunteers For Medical Engineering,John H. Staehlin,1997-06-09,1997-06-09,1999-11-23,1999-11-23,https://patents.google.com/patent/US5988662A/en
US5445200A,Bicycle enclosing protective cover ,"Celestino; Mario, Inglehart; Barbara C.","Mario Celestino, Barbara C. Inglehart",1993-06-14,1993-06-14,1995-08-29,1995-08-29,https://patents.google.com/patent/US5445200A/en
US7662070B1,Recumbent bicycle for disabled users ,Mann Michael N,Michael N. Mann,2008-08-14,2008-08-14,2010-02-16,2010-02-16,https://patents.google.com/patent/US7662070B1/en
US20050241428A1,Cross racing bike front brake lever ,Szu-Fang Tsai,Szu-Fang Tsai,2004-04-30,2004-04-30,2005-11-03,,https://patents.google.com/patent/US20050241428A1/en
US20030116937A1,Telescoping bicycle fender ,Simon Blythe,Simon Blythe,2001-12-20,2001-12-21,2003-06-26,,https://patents.google.com/patent/US20030116937A1/en
US5678457A,Adjustable bicycle handlebar stem with a built-in shock absorber ,Hals Biomechanics As,Cato Hals,1993-02-01,1994-02-01,1997-10-21,1997-10-21,https://patents.google.com/patent/US5678457A/en
US6475122B2,Stationary bike ,"Tonic Fitness Technology, Inc.",Mu-Chuan Wu,2001-03-09,2001-03-09,2002-11-05,2002-11-05,https://patents.google.com/patent/US6475122B2/en
US5801702A,System and method for adding network links in a displayed hierarchy ,Terrabyte Technology,"Michael A. Dolan, Edwin J. Basart",1995-03-09,1995-03-09,1998-09-01,1998-09-01,https://patents.google.com/patent/US5801702A/en
US5509676A,Shock absorber for a bicycle front fork ,Kabushiki Kaisha Daikin Seisakusho,"Heiji Fukutake, Minoru Abe, Toru Fujii",1994-01-26,1995-01-13,1996-04-23,1996-04-23,https://patents.google.com/patent/US5509676A/en
US4662677A,Saddle for bicycle used in performing freestyle maneuvers ,Schwinn Bicycle Company,Bradley E. Hughes,1986-05-28,1986-05-28,1987-05-05,1987-05-05,https://patents.google.com/patent/US4662677A/en
US5125517A,Fold-down bicycle rack ,"Racor, Inc.",Steven W. Martinell,1990-08-15,1991-04-17,1992-06-30,1992-06-30,https://patents.google.com/patent/US5125517A/en
US20100313614A1,Municipal bicycle sharing system ,Rzepecki S Ryan,S. Ryan Rzepecki,2009-06-12,2009-12-30,2010-12-16,,https://patents.google.com/patent/US20100313614A1/en
US4900047A,Foldable bicycle ,"Harry Montague, David Montague","Harry Montague, David Montague",1988-10-28,1988-10-28,1990-02-13,1990-02-13,https://patents.google.com/patent/US4900047A/en
